@relation 'german_credit-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replacecredit-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc5-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc9-Rlast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc19-Rlast-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDiscPKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.MergeTwoValues-C14-Ffirst-S2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank_stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute credit {good,bad}
@attribute ageDisc5 {'\'(-inf-28.333333]\'','\'(28.333333-37.666667]\'','\'(37.666667-47]\'','\'(47-56.333333]\'','\'(56.333333-65.666667]\'','\'(65.666667-inf)\''}
@attribute ageDisc9 {'\'(-inf-24.6]\'','\'(24.6-30.2]\'','\'(30.2-35.8]\'','\'(35.8-41.4]\'','\'(41.4-47]\'','\'(47-52.6]\'','\'(52.6-58.2]\'','\'(58.2-63.8]\'','\'(63.8-69.4]\'','\'(69.4-inf)\''}
@attribute ageDisc19 {'\'(-inf-21.8]\'','\'(21.8-24.6]\'','\'(24.6-27.4]\'','\'(27.4-30.2]\'','\'(30.2-33]\'','\'(33-35.8]\'','\'(35.8-38.6]\'','\'(38.6-41.4]\'','\'(41.4-44.2]\'','\'(44.2-47]\'','\'(47-49.8]\'','\'(49.8-52.6]\'','\'(52.6-55.4]\'','\'(55.4-58.2]\'','\'(58.2-61]\'','\'(61-63.8]\'','\'(63.8-66.6]\'','\'(66.6-69.4]\'','\'(69.4-72.2]\'','\'(72.2-inf)\''}
@attribute ageDiscPKIDiscretize {'\'(-inf-21.5]\'','\'(21.5-22.5]\'','\'(22.5-23.5]\'','\'(23.5-24.5]\'','\'(24.5-25.5]\'','\'(25.5-26.5]\'','\'(26.5-27.5]\'','\'(27.5-28.5]\'','\'(28.5-29.5]\'','\'(29.5-30.5]\'','\'(30.5-31.5]\'','\'(31.5-32.5]\'','\'(32.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-35.5]\'','\'(35.5-36.5]\'','\'(36.5-37.5]\'','\'(37.5-38.5]\'','\'(38.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-41.5]\'','\'(41.5-42.5]\'','\'(42.5-44.5]\'','\'(44.5-46.5]\'','\'(46.5-48.5]\'','\'(48.5-50.5]\'','\'(50.5-53.5]\'','\'(53.5-56.5]\'','\'(56.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-inf)\''}

@data
<0,0.470588,'existing paid',0.095026,'no known savings',1,'male single',none,1,'no known property',0.375,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
<0,0.117647,'critical/other existing credit',0.07021,<100,1,'male single',none,1,'no known property',0.839286,none,'for free',0.333333,'high qualif/self emp/mgmt',0,none,yes,good,'\'(65.666667-inf)\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(64.5-inf)\''
<0,0.558824,'existing paid',0.204413,<100,1,'male single',none,0.666667,car,0.267857,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.102941,'delayed previously',0.248762,<100,0.333333,'male single',none,1,'life insurance',0.571429,none,own,0,skilled,0,none,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(50.5-53.5]\''
'no checking',0.735294,'no credits/all paid',0.505447,'no known savings',0.333333,'male single',none,0.333333,'life insurance',0.357143,none,own,0,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
0<=X<200,0.382353,'existing paid',0.197095,<100,0.333333,'male mar/wid',none,0,'life insurance',0.053571,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.294118,'existing paid',0.31325,'no known savings',0,'female div/dep/mar',none,0,car,0.446429,none,own,0.333333,skilled,0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.161765,'existing paid',0.052988,500<=X<1000,1,'male single',none,0.666667,'life insurance',0.5,bank_stores,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
'no checking',0.205882,'existing paid',0.072521,100<=X<500,0.666667,'female div/dep/mar',none,1,'life insurance',0.089286,none,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.294118,'existing paid',0.082811,<100,1,'female div/dep/mar',guarantor,1,'real estate',0.696429,none,own,0,'unskilled resident',0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
<0,0.088235,'existing paid',0.113624,<100,0.666667,'male single',none,1,'real estate',0.589286,none,own,0,'unskilled resident',0,none,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(50.5-53.5]\''
'no checking',0.117647,'critical/other existing credit',0.063937,<100,1,'female div/dep/mar',guarantor,0.333333,'real estate',0.178571,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.205882,'critical/other existing credit',0.0575,<100,1,'female div/dep/mar',none,0,'life insurance',0.142857,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.470588,'existing paid',0.680202,100<=X<500,0,'male single',none,1,'no known property',0.5,none,'for free',0,skilled,1,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
<0,0.205882,'existing paid',0.109992,100<=X<500,1,'male single',none,0.666667,car,0.196429,none,own,0,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.117647,'no credits/all paid',0.04721,<100,1,'male single',none,0.666667,'real estate',0.160714,none,own,0.333333,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.117647,'critical/other existing credit',0.020249,<100,1,'male single',none,1,'real estate',0.660714,none,own,0,skilled,0,none,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(53.5-56.5]\''
<0,0.117647,'critical/other existing credit',0.063772,<100,1,'male single',none,0.666667,'real estate',0.625,none,own,0,skilled,0,none,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
'no checking',0.117647,'critical/other existing credit',0.030098,'no known savings',1,'female div/dep/mar',none,0.666667,'life insurance',0.25,bank_stores,own,0,'unskilled resident',1,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
>=200,0.294118,'critical/other existing credit',0.185265,'no known savings',1,'male single','co applicant',1,'no known property',0.017857,none,rent,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
0<=X<200,0.117647,'existing paid',0.058765,>=1000,1,'male single',none,1,'real estate',0.625,none,own,0,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
0<=X<200,0.735294,'no credits/all paid',0.863596,<100,0.666667,'male single',none,1,'no known property',0.696429,none,rent,0,skilled,0,yes,yes,bad,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
'no checking',0.117647,'critical/other existing credit',0.096952,'no known savings',1,'female div/dep/mar',none,0.333333,car,0.75,none,own,0,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(58.2-61]\'','\'(60.5-64.5]\''
0<=X<200,0.205882,'existing paid',0.130516,100<=X<500,1,'male single',none,1,car,0.267857,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.470588,'critical/other existing credit',0.114834,<100,1,'male single',none,1,'real estate',0.303571,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
0<=X<200,0.235294,'delayed previously',0.374546,'no known savings',0.666667,'male single',none,1,'life insurance',0.303571,bank_stores,rent,0.333333,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.294118,'existing paid',0.067074,100<=X<500,1,'male mar/wid',none,1,'real estate',0.392857,none,rent,0,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(40.5-41.5]\''
0<=X<200,0.470588,'existing paid',0.114064,<100,1,'male single',none,1,car,0.089286,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
'no checking',0.029412,'delayed previously',0.037526,<100,0.666667,'female div/dep/mar',none,0.333333,'real estate',0.089286,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.073529,'critical/other existing credit',0.091834,<100,1,'male single',none,0.666667,car,0.285714,none,rent,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
'no checking',0.117647,'existing paid',0.120777,'no known savings',0.333333,'male mar/wid',none,1,car,0.125,none,rent,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.294118,'critical/other existing credit',0.643117,<100,0.333333,'male single','co applicant',0.666667,car,0.357143,none,own,0.333333,'high qualif/self emp/mgmt',1,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
'no checking',0.205882,'all paid',0.341587,<100,0.333333,'male single',none,1,'no known property',0.357143,bank_stores,own,0.333333,'high qualif/self emp/mgmt',1,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
0<=X<200,0.117647,'existing paid',0.320678,<100,0.333333,'male single',none,0.333333,car,0.232143,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
<0,0.294118,'existing paid',0.411082,'no known savings',0,'female div/dep/mar',none,0.333333,'life insurance',0.196429,none,own,0,skilled,0,yes,no,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.147059,'existing paid',0.063827,500<=X<1000,0,'male mar/wid',none,0.333333,'real estate',0.285714,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
0<=X<200,0.029412,'delayed previously',0.065973,100<=X<500,0,'male div/sep',none,0.333333,car,0.214286,bank_stores,own,0.333333,skilled,1,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
>=200,0.161765,'existing paid',0.007813,<100,1,'female div/dep/mar',none,1,'life insurance',0.071429,none,rent,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.205882,'existing paid',0.330692,<100,0.666667,'male single',none,0.666667,'real estate',0.160714,none,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.470588,'critical/other existing credit',0.418455,<100,1,'female div/dep/mar',none,0.333333,'real estate',0.107143,bank_stores,own,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
<0,0.117647,'existing paid',0.078684,500<=X<1000,0.666667,'male mar/wid',none,0,'real estate',0.285714,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
'no checking',0.647059,'critical/other existing credit',0.183119,'no known savings',1,'male single',none,0,'real estate',0.5,none,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
<0,0.558824,'existing paid',0.380984,'no known savings',1,'female div/dep/mar',none,0.666667,car,0.196429,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.088235,'critical/other existing credit',0.103555,'no known savings',0.333333,'female div/dep/mar','co applicant',0.666667,'real estate',0.142857,none,rent,0.333333,skilled,0,none,no,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.426471,'critical/other existing credit',0.2218,500<=X<1000,0,'female div/dep/mar',none,1,car,0.071429,none,own,0.333333,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.117647,'critical/other existing credit',0.11643,500<=X<1000,0.666667,'male div/sep',none,0.666667,car,0.303571,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.25,'existing paid',0.087213,<100,0.666667,'female div/dep/mar',none,0.333333,'real estate',0.107143,none,own,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
'no checking',0.294118,'critical/other existing credit',0.199076,<100,1,'female div/dep/mar',none,0.333333,car,0.392857,none,rent,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(40.5-41.5]\''
'no checking',0.117647,'existing paid',0.083526,<100,0.666667,'male single',none,0.333333,'real estate',0.089286,none,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
>=200,0.088235,'critical/other existing credit',0.029218,<100,1,'male single',none,1,'no known property',0.785714,none,'for free',0.333333,skilled,0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(61-63.8]\'','\'(60.5-64.5]\''
0<=X<200,0.205882,'existing paid',0.09211,'no known savings',1,'female div/dep/mar',none,0.666667,'real estate',0.142857,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.117647,'critical/other existing credit',0.102949,<100,1,'male single',none,0.333333,'life insurance',0.196429,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.117647,'existing paid',0.024816,<100,1,'male mar/wid',none,0.333333,'real estate',0.375,none,own,0,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
0<=X<200,0.117647,'existing paid',0.021404,<100,1,'male single',none,0.333333,car,0.196429,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.117647,'critical/other existing credit',0.088588,<100,1,'male single',none,0.333333,car,0.267857,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
<0,0.117647,'critical/other existing credit',0.178772,<100,0.666667,'female div/dep/mar','co applicant',0.333333,'real estate',0.178571,none,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.647059,'existing paid',0.45323,'no known savings',0,'female div/dep/mar',none,0.333333,car,0.089286,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.470588,'delayed previously',0.365192,<100,1,'male single',none,0.666667,'life insurance',0.178571,bank_stores,own,0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.161765,'existing paid',0.135248,<100,0.333333,'male single',none,0.666667,'life insurance',0.142857,bank_stores,own,0.333333,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.205882,'existing paid',0.095411,<100,1,'male single',none,1,'no known property',0.5,bank_stores,'for free',0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
'no checking',0.823529,'existing paid',0.544404,100<=X<500,0.333333,'female div/dep/mar',none,1,'real estate',0.035714,none,own,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
'no checking',0.117647,'critical/other existing credit',0.054473,'no known savings',1,'female div/dep/mar',none,0.333333,'real estate',0.339286,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.338235,'delayed previously',0.460163,>=1000,0.333333,'male single',none,0.333333,car,0.142857,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.117647,'existing paid',0.028392,500<=X<1000,1,'male single',none,0.666667,'real estate',0.839286,none,own,0,'unskilled resident',0,none,yes,bad,'\'(65.666667-inf)\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(64.5-inf)\''
0<=X<200,0.161765,'critical/other existing credit',0.136349,'no known savings',1,'male single',guarantor,0.333333,'real estate',0.285714,bank_stores,own,0.666667,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
>=200,0.117647,'existing paid',0.089744,<100,0.333333,'female div/dep/mar',none,0.333333,car,0.446429,none,rent,0,'unskilled resident',0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
>=200,0.029412,'existing paid',0.025256,>=1000,0.333333,'male mar/wid',none,0.333333,'real estate',0.142857,none,own,0,'unemp/unskilled non res',0,none,no,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.470588,'existing paid',0.250083,<100,1,'female div/dep/mar',none,0,'no known property',0.196429,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.338235,'existing paid',0.174205,<100,0.666667,'male single',none,0.333333,car,0.142857,none,own,0,'high qualif/self emp/mgmt',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.205882,'existing paid',0.121712,<100,0.333333,'male single',none,0.333333,car,0.053571,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.25,'critical/other existing credit',0.112138,<100,1,'female div/dep/mar',none,1,'life insurance',0.071429,none,own,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.647059,'all paid',0.182458,100<=X<500,1,'male single',none,0.333333,car,0.196429,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.029412,'critical/other existing credit',0.033564,<100,0,'female div/dep/mar',none,1,'no known property',0.357143,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
'no checking',0.117647,'critical/other existing credit',0.02377,100<=X<500,1,'female div/dep/mar',none,0.666667,car,0.571429,none,own,0.333333,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(50.5-53.5]\''
<0,0.470588,'critical/other existing credit',0.281776,<100,0.666667,'male single',guarantor,0.333333,'life insurance',0.160714,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.205882,'critical/other existing credit',0.073292,>=1000,1,'male single',none,1,car,0.482143,none,own,0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
'no checking',0.029412,'existing paid',0.060306,100<=X<500,0.333333,'male single',none,1,'no known property',0.410714,bank_stores,'for free',0,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.088235,'existing paid',0.09211,<100,0,'male single',none,1,'life insurance',0.339286,none,own,0,skilled,0,yes,no,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
>=200,0.470588,'existing paid',0.308022,<100,1,'male single',none,0,car,0.089286,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.294118,'critical/other existing credit',0.413118,>=1000,0.333333,'female div/dep/mar',none,1,'no known property',0.178571,none,rent,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.294118,'delayed previously',0.369594,100<=X<500,1,'male single',none,1,car,0.303571,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.117647,'existing paid',0.056784,<100,0.333333,'female div/dep/mar',none,1,car,0.017857,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.073529,'critical/other existing credit',0.057115,100<=X<500,0.666667,'male single',guarantor,1,'real estate',0.517857,none,own,0.333333,skilled,1,none,no,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
<0,0.117647,'all paid',0.004897,<100,1,'male mar/wid',none,0,car,0.464286,bank_stores,own,0,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.294118,'existing paid',0.179487,100<=X<500,0.333333,'male single',none,0.666667,car,0.339286,bank_stores,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.029412,'critical/other existing credit',0.090679,'no known savings',0,'male single',none,0.333333,'real estate',0.267857,none,own,0.333333,'unskilled resident',1,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
'no checking',0.294118,'critical/other existing credit',0.144272,100<=X<500,0.666667,'male single',none,1,'real estate',0.303571,none,own,0,skilled,1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.205882,'critical/other existing credit',0.044294,<100,1,'female div/dep/mar',none,0,'life insurance',0.196429,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
'no checking',0.161765,'existing paid',0.055684,500<=X<1000,1,'male single',none,0.666667,'life insurance',0.303571,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
